## Physlog file version = 2
## AMC Amsterdam (SRN = 71279), Release unify (SWID 22.22)
## Tue 03-10-2017 18:03:34
## 0 0 0 0 0 16 14 11 0 23 23 -10 11 0 11 9 8 -9 0 20 [cal=3, reqid=5]
## Dockable table = FALSE
# v1raw v2raw  v1 v2  ppu resp  gx gy gz mark mark2
16 22  1 5  1 819  0 0 0 0000 0200
22 27  5 10  1 819  0 0 0 0000 0200
24 27  10 15  1 819  0 0 0 0000 0200
22 22  14 18  1 819  0 0 0 0000 0200
19 19  16 19  1 819  0 0 0 0000 0200
13 13  17 19  1 682  0 0 0 0000 0200
7 9  15 17  1 682  0 0 0 0000 0200
4 6  13 14  1 682  0 0 0 0000 0200
3 6  10 11  1 682  0 0 0 0000 0200
3 7  7 9  1 682  0 0 0 0000 0200
6 9  5 7  1 637  0 0 0 0000 0200
10 10  5 7  1 637  0 0 0 0000 0200
13 13  5 7  1 637  0 0 0 0000 0200
13 15  6 7  1 637  0 0 0 0000 0200
10 12  7 8  1 637  0 0 0 0000 0200
7 7  7 8  1 546  0 0 0 0000 0200
1 4  6 6  1 546  0 0 0 0000 0200
-1 1  4 5  1 546  0 0 0 0000 0200
-4 -3  1 2  1 546  0 0 0 0000 0200
-6 -4  0 0  1 546  0 0 0 0000 0200
-7 -6  -2 -2  1 455  0 0 0 0000 0200
-7 -6  -4 -4  1 455  0 0 0 0000 0200
-6 -6  -5 -5  1 455  0 0 0 0000 0200
-6 -9  -6 -7  1 455  0 0 0 0000 0200
-6 -9  -7 -8  1 455  0 0 0 0000 0200
-9 -10  -7 -9  1 364  0 0 0 0000 0200
-9 -12  -8 -10  1 364  0 0 0 0000 0200
-9 -9  -8 -11  1 364  0 0 0 0000 0200
-9 -9  -9 -11  1 364  0 0 0 0000 0200
-9 -6  -9 -10  1 364  0 0 0 0000 0200
-10 -7  -9 -10  1 182  0 0 0 0000 0200
-12 -10  -10 -10  1 182  0 0 0 0000 0200
-10 -9  -10 -9  1 182  0 0 0 0000 0200
-7 -9  -10 -9  1 182  0 0 0 0000 0200
-4 -7  -9 -9  1 182  0 0 0 0000 0200
-4 -9  -7 -9  1 91  0 0 0 0000 0200
-6 -10  -6 -9  1 91  0 0 0 0000 0200
-9 -13  -6 -9  1 91  0 0 0 0000 0200
-12 -15  -7 -10  1 91  0 0 0 0000 0200
-15 -18  -8 -12  1 91  0 0 0 0000 0200
-13 -16  -9 -13  1 45  0 0 0 0000 0200
-7 -13  -10 -14  1 45  0 0 0 0000 0200
-1 -4  -9 -13  1 45  0 0 0 0000 0200
4 -1  -6 -10  1 45  0 0 0 0000 0200
6 3  -3 -7  1 45  0 0 0 0000 0200
4 1  -1 -5  1 0  0 0 0 0000 0200
1 -1  0 -3  1 0  0 0 0 0000 0200
-1 -4  0 -2  1 0  0 0 0 0000 0200
-3 -6  0 -2  1 0  0 0 0 0000 0200
-3 -6  0 -3  1 0  0 0 0 0000 0200
-1 -4  0 -3  1 0  0 0 0 0000 0200
1 0  0 -3  1 0  0 0 0 0000 0200
4 3  0 -2  1 0  0 0 0 0000 0200
4 1  0 -1  1 0  0 0 0 0000 0200
3 0  1 0  1 0  0 0 0 0000 0200
0 -3  1 0  1 0  0 0 0 0000 0200
0 -1  1 0  1 0  0 0 0 0000 0200
3 0  1 0  1 0  0 0 0 0000 0200
3 -1  1 0  1 0  0 0 0 0000 0200
0 -3  1 0  1 0  0 0 0 0000 0200
-3 -7  0 -1  1 0  0 0 0 0000 0200
-6 -10  0 -3  1 0  0 0 0 0000 0200
-9 -13  -2 -5  1 0  0 0 0 0000 0200
-9 -15  -3 -7  1 0  0 0 0 0000 0200
-12 -15  -5 -9  1 0  0 0 0 0000 0200
-15 -18  -7 -10  1 0  0 0 0 0000 0200
-16 -18  -9 -12  1 0  0 0 0 0000 0200
-15 -15  -11 -13  1 0  0 0 0 0000 0200
-12 -12  -12 -13  1 0  0 0 0 0000 0200
-9 -10  -12 -12  1 0  0 0 0 0000 0200
-7 -10  -11 -11  1 -91  0 0 0 0000 0200
-9 -12  -10 -11  1 -91  0 0 0 0000 0200
-7 -10  -9 -10  1 -91  0 0 0 0000 0200
-6 -9  -8 -9  1 -91  0 0 0 0000 0200
-3 -6  -6 -7  1 -91  0 0 0 0000 0200
-3 -6  -4 -6  1 -227  0 0 0 0000 0200
-3 -7  -3 -5  1 -227  0 0 0 0000 0200
-1 -6  -2 -4  1 -227  0 0 0 0000 0200
0 -4  -1 -4  1 -227  0 0 0 0000 0200
4 1  0 -2  1 -227  0 0 0 0000 0200
9 6  2 0  1 -591  0 0 0 0000 0200
12 9  4 2  1 -591  0 0 0 0000 0200
12 9  6 5  1 -591  0 0 0 0000 0200
10 6  8 6  1 -591  0 0 0 0000 0200
7 3  9 7  1 -591  0 0 0 0000 0200
4 -1  8 6  1 -728  0 0 0 0000 0200
1 -1  7 5  1 -728  0 0 0 0000 0200
0 0  6 4  1 -728  0 0 0 0000 0200
0 1  4 3  1 -728  0 0 0 0000 0200
3 3  3 3  1 -728  0 0 0 0000 0200
4 7  3 3  1 -864  0 0 0 0000 0200
9 10  3 5  1 -864  0 0 0 0000 0200
12 12  5 7  1 -864  0 0 0 0000 0200
15 15  7 9  1 -864  0 0 0 0000 0200
15 15  9 11  1 -864  0 0 0 0000 0200
12 15  10 12  1 -955  0 0 0 0000 0200
12 12  11 13  1 -955  0 0 0 0000 0200
12 10  11 13  1 -955  0 0 0 0000 0200
9 9  11 12  1 -955  0 0 0 0000 0200
6 6  10 11  1 -955  0 0 0 0000 0200
4 3  9 9  1 -1137  0 0 0 0000 0200
3 3  8 7  1 -1137  0 0 0 0000 0200
3 1  6 5  1 -1137  0 0 0 0000 0200
3 1  5 4  1 -1137  0 0 0 0000 0200
7 4  4 3  1 -1137  0 0 0 0000 0200
13 10  5 3  1 -1228  0 0 0 0000 0200
18 16  7 5  1 -1228  0 0 0 0000 0200
21 22  10 8  1 -1228  0 0 0 0000 0200
19 21  12 12  1 -1228  0 0 0 0000 0200
16 16  14 14  1 -1228  0 0 0 0000 0200
10 9  13 14  1 -1274  0 0 0 0000 0200
1 1  11 12  1 -1274  0 0 0 0000 0200
-3 -4  8 9  1 -1274  0 0 0 0000 0200
-6 -9  4 4  1 -1274  0 0 0 0000 0200
-6 -9  0 0  1 -1274  0 0 0 0000 0200
-1 -6  -1 -2  1 -1365  0 0 0 0000 0200
1 -1  -2 -3  1 -1365  0 0 0 0000 0200
4 3  -1 -2  1 -1365  0 0 0 0000 0200
9 7  0 0  1 -1365  0 0 0 0000 0200
10 10  1 1  1 -1365  0 0 0 0000 0200
15 15  3 4  1 -1410  0 0 0 0000 0200
18 18  6 7  1 -1410  0 0 0 0000 0200
18 16  9 9  1 -1410  0 0 0 0000 0200
15 15  10 11  1 -1410  0 0 0 0000 0200
12 12  11 12  1 -1410  0 0 0 0000 0200
9 9  10 11  1 -1456  0 0 0 0000 0200
7 6  9 10  1 -1456  0 0 0 0000 0200
9 7  8 9  1 -1456  0 0 0 0000 0200
10 9  7 7  1 -1456  0 0 0 0000 0200
12 9  7 7  1 -1456  0 0 0 0000 0200
9 6  7 6  1 -1501  0 0 0 0000 0200
9 3  6 5  1 -1501  0 0 0 0000 0200
6 3  5 4  1 -1501  0 0 0 0000 0200
6 4  5 3  1 -1501  0 0 0 0000 0200
9 7  4 3  1 -1501  0 0 0 0000 0201
13 10  4 3  1 -1547  0 0 0 0000 0200
16 15  6 5  1 -1547  0 0 0 0000 0200
21 18  8 7  1 -1547  0 0 0 0000 0200
21 16  10 9  1 -1547  0 0 0 0000 0200
18 13  11 10  1 -1547  0 0 0 0000 0200
16 10  12 10  1 -1638  0 0 0 0000 0200
12 7  12 9  1 -1638  0 0 0 0000 0200
9 3  10 7  1 -1638  0 0 0 0000 0200
6 3  8 5  1 -1638  0 0 0 0000 0200
6 3  6 3  1 -1638  0 0 0 0000 0200
6 6  4 2  1 -1729  0 0 0 0000 0200
7 6  3 2  1 -1729  0 0 0 0000 0200
9 9  2 2  1 -1729  0 0 0 0000 0200
12 12  3 3  1 -1729  0 0 0 0000 0200
15 13  4 4  1 -1729  0 0 0 0000 0200
18 15  5 6  1 -1774  0 0 0 0000 0200
21 18  7 7  1 -1774  0 0 0 0000 0200
21 21  9 9  1 -1774  0 0 0 0000 0200
18 19  11 11  1 -1774  0 0 0 0000 0200
16 18  11 12  1 -1774  0 0 0 0000 0200
13 18  11 13  1 -1820  0 0 0 0000 0200
12 18  10 13  1 -1820  0 0 0 0000 0200
15 18  9 13  1 -1820  0 0 0 0000 0200
16 21  8 13  1 -1820  0 0 0 0000 0200
18 21  8 14  1 -1820  0 0 0 0000 0200
18 21  9 14  1 -1956  0 0 0 0000 0200
15 18  9 14  1 -1956  0 0 0 0000 0200
12 13  8 13  1 -1956  0 0 0 0000 0200
10 10  7 11  1 -1956  0 0 0 0000 0200
7 6  5 9  1 -1956  0 0 0 0000 0200
4 4  3 6  1 -2047  0 0 0 0000 0200
3 3  1 3  1 -2047  0 0 0 0000 0200
0 0  0 0  1 -2047  0 0 0 0000 0200
-1 -1  -2 -1  1 -2047  0 0 0 0000 0200
-3 -4  -4 -3  1 -2047  0 0 0 0000 0200
-3 -4  -5 -5  1 -2138  0 0 0 0000 0200
-1 -3  -6 -6  1 -2138  0 0 0 0000 0200
1 0  -7 -6  1 -2138  0 0 0 0000 0200
3 0  -6 -6  1 -2138  0 0 0 0000 0200
3 0  -6 -6  1 -2138  0 0 0 0000 0200
0 -3  -5 -6  1 -2229  0 0 0 0000 0200
-1 -4  -5 -7  1 -2229  0 0 0 0000 0200
-3 -6  -6 -7  1 -2229  0 0 0 0000 0200
-6 -6  -7 -8  1 -2229  0 0 0 0000 0200
-4 -6  -8 -9  1 -2229  0 0 0 0000 0200
-3 -3  -8 -9  1 -2320  0 0 0 0000 0200
-1 0  -8 -8  1 -2320  0 0 0 0000 0200
0 -3  -8 -8  1 -2320  0 0 0 0000 0200
-3 -3  -7 -7  1 -2320  0 0 0 0000 0200
-4 -6  -7 -7  1 -2320  0 0 0 0000 0200
-6 -6  -8 -8  1 -2320  0 0 0 0000 0200
-6 -6  -8 -8  1 -2320  0 0 0 0000 0200
-6 -6  -9 -8  1 -2320  0 0 0 0000 0200
-6 -6  -9 -9  1 -2320  0 0 0 0000 0200
-6 -9  -10 -9  1 -2320  0 0 0 0000 0200
-9 -10  -10 -10  1 -2320  0 0 0 0000 0200
-9 -12  -11 -11  1 -2320  0 0 0 0000 0200
-9 -10  -11 -11  1 -2320  0 0 0 0000 0200
-7 -9  -11 -12  1 -2320  0 0 0 0000 0200
-6 -6  -11 -11  1 -2320  0 0 0 0000 0200
-3 -1  -10 -10  1 -2229  0 0 0 0000 0200
0 0  -9 -8  1 -2229  0 0 0 0000 0200
0 0  -7 -6  1 -2229  0 0 0 0000 0200
0 0  -6 -5  1 -2229  0 0 0 0000 0200
0 1  -5 -3  1 -2229  0 0 0 0000 0200
3 4  -3 -2  1 -2320  0 0 0 0000 0200
7 7  -2 0  1 -2320  0 0 0 0000 0200
10 12  0 1  1 -2320  0 0 0 0000 0200
15 15  2 3  1 -2320  0 0 0 0000 0200
18 16  5 6  1 -2320  0 0 0 0000 0200
18 15  7 8  1 -2320  0 0 0 0000 0200
15 13  9 9  1 -2320  0 0 0 0000 0200
13 10  10 9  1 -2320  0 0 0 0000 0200
10 7  9 8  1 -2320  0 0 0 0000 0200
6 4  8 7  1 -2320  0 0 0 0000 0200
3 0  6 5  1 -2366  0 0 0 0000 0200
0 -3  4 2  1 -2366  0 0 0 0000 0200
1 -3  1 0  1 -2366  0 0 0 0000 0200
6 1  0 -1  1 -2366  0 0 0 0000 0200
10 7  1 -1  1 -2366  0 0 0 0000 0200
13 13  2 0  1 -2502  0 0 0 0000 0200
18 16  4 3  1 -2502  0 0 0 0000 0200
15 15  6 5  1 -2502  0 0 0 0000 0200
9 9  6 6  1 -2502  0 0 0 0000 0200
-1 0  5 5  1 -2502  0 0 0 0000 0200
-7 -10  2 2  1 -2548  0 0 0 0000 0200
-12 -16  -2 -2  1 -2548  0 0 0 0000 0200
-15 -19  -6 -7  1 -2548  0 0 0 0000 0200
-18 -22  -10 -12  1 -2548  0 0 0 0000 0200
-16 -22  -13 -16  1 -2548  0 0 0 0000 0200
-15 -19  -15 -18  1 -2639  0 0 0 0000 0200
-12 -18  -16 -20  1 -2639  0 0 0 0000 0200
-10 -15  -16 -20  1 -2639  0 0 0 0000 0200
-9 -12  -15 -19  1 -2639  0 0 0 0000 0200
-9 -12  -14 -17  1 -2639  0 0 0 0000 0200
-9 -12  -13 -16  1 -2684  0 0 0 0000 0200
-10 -12  -13 -15  1 -2684  0 0 0 0000 0200
-9 -9  -12 -14  1 -2684  0 0 0 0000 0200
-9 -7  -11 -12  1 -2684  0 0 0 0000 0200
-7 -6  -11 -11  1 -2684  0 0 0 0000 0200
-6 -6  -10 -9  1 -2775  0 0 0 0000 0200
-4 -6  -9 -8  1 -2775  0 0 0 0000 0200
-1 -4  -7 -7  1 -2775  0 0 0 0000 0200
0 -3  -6 -5  1 -2775  0 0 0 0000 0200
0 -3  -4 -5  1 -2775  0 0 0 0000 0200
-3 -4  -3 -4  1 -2866  0 0 0 0000 0200
-4 -7  -3 -4  1 -2866  0 0 0 0000 0200
-9 -10  -4 -5  1 -2866  0 0 0 0000 0200
-13 -16  -5 -6  1 -2866  0 0 0 0000 0200
-18 -19  -8 -9  1 -2866  0 0 0 0000 0200
-21 -21  -11 -12  1 -2957  0 0 0 0000 0200
-19 -19  -13 -14  1 -2957  0 0 0 0000 0200
-15 -16  -15 -15  1 -2957  0 0 0 0000 0200
-12 -13  -15 -15  1 -2957  0 0 0 0000 0200
-9 -9  -14 -14  1 -2957  0 0 0 0000 0200
-9 -6  -13 -12  1 -2957  0 0 0 0000 0200
-9 -6  -12 -10  1 -2957  0 0 0 0000 0200
-7 -6  -10 -9  1 -2957  0 0 0 0000 0200
-4 -4  -9 -7  1 -2957  0 0 0 0000 0200
-3 -3  -7 -5  1 -2957  0 0 0 0000 0200
-1 -1  -6 -3  1 -3139  0 0 0 0000 0200
0 0  -4 -2  1 -3139  0 0 0 0000 0200
1 1  -2 0  1 -3139  0 0 0 0000 0200
1 1  -1 0  1 -3139  0 0 0 0000 0200
0 0  0 1  1 -3139  0 0 0 0000 0200
-3 -3  0 0  1 -3185  0 0 0 0000 0200
-6 -7  -1 0  1 -3185  0 0 0 0000 0200
-9 -7  -2 -1  1 -3185  0 0 0 0000 0200
-9 -6  -4 -2  1 -3185  0 0 0 0000 0200
-6 -6  -4 -2  1 -3185  0 0 0 0000 0200
-6 -4  -5 -3  1 -3185  0 0 0 0000 0200
-3 -1  -4 -2  1 -3185  0 0 0 0000 0200
1 1  -3 -1  1 -3185  0 0 0 0000 0200
4 6  -1 0  1 -3185  0 0 0 0000 0200
7 9  0 2  1 -3185  0 0 0 0000 0200
6 7  2 4  1 -3230  0 0 0 0000 0200
4 6  3 5  1 -3230  0 0 0 0000 0200
3 6  3 6  1 -3230  0 0 0 0000 0200
3 7  3 6  1 -3230  0 0 0 0000 0200
6 12  3 7  1 -3230  0 0 0 0000 0200
10 16  4 9  1 -3230  0 0 0 0000 0200
13 18  6 11  1 -3230  0 0 0 0000 0200
13 18  7 13  1 -3230  0 0 0 0000 0200
10 13  9 14  1 -3230  0 0 0 0000 0200
7 9  9 14  1 -3230  0 0 0 0000 0200
3 4  8 12  1 -3185  0 0 0 0000 0200
0 1  6 10  1 -3185  0 0 0 0000 0200
-3 0  4 7  1 -3185  0 0 0 0000 0200
-3 0  2 5  1 -3185  0 0 0 0000 0200
-3 0  0 3  1 -3185  0 0 0 0000 0200
-3 0  0 2  1 -3230  0 0 0 0000 0200
0 3  0 1  1 -3230  0 0 0 0000 0200
0 3  0 1  1 -3230  0 0 0 0000 0200
3 6  0 2  1 -3230  0 0 0 0000 0200
6 7  1 3  1 -3230  0 0 0 0000 0200
7 9  2 4  1 -3321  0 0 0 0000 0200
6 9  3 5  1 -3321  0 0 0 0000 0200
4 6  3 6  1 -3321  0 0 0 0000 0200
3 6  3 6  1 -3321  0 0 0 0000 0200
6 9  4 6  1 -3321  0 0 0 0000 0200
7 12  4 7  1 -3276  0 0 0 0000 0200
10 15  5 8  1 -3276  0 0 0 0000 0200
12 18  6 10  1 -3276  0 0 0 0000 0200
12 16  7 11  1 -3276  0 0 0 0000 0200
12 18  8 13  1 -3276  0 0 0 0000 0200
12 18  9 14  1 -3276  0 0 0 0000 0200
12 15  10 14  1 -3276  0 0 0 0000 0200
12 13  10 14  1 -3276  0 0 0 0000 0200
9 12  10 13  1 -3276  0 0 0 0000 0200
9 9  9 12  1 -3276  0 0 0 0000 0200
12 12  9 11  1 -3230  0 0 0 0000 0200
16 16  10 11  1 -3230  0 0 0 0000 0200
22 19  11 11  1 -3230  0 0 0 0000 0200
25 24  13 13  1 -3230  0 0 0 0000 0200
25 22  16 15  1 -3230  0 0 0 0000 0200
19 19  17 15  1 -3321  0 0 0 0000 0200
16 13  17 15  1 -3321  0 0 0 0000 0200
12 10  16 13  1 -3321  0 0 0 0000 0200
9 9  14 11  1 -3321  0 0 0 0000 0200
9 9  11 9  1 -3321  0 0 0 0000 0200
9 9  9 8  1 -3321  0 0 0 0000 0200
9 6  7 6  1 -3321  0 0 0 0000 0200
9 4  6 5  1 -3321  0 0 0 0000 0200
6 3  5 3  1 -3321  0 0 0 0000 0200
3 -1  4 1  1 -3321  0 0 0 0000 0200
0 -4  2 0  1 -3321  0 0 0 0000 0200
-3 -7  0 -3  1 -3321  0 0 0 0000 0200
-6 -9  -2 -5  1 -3321  0 0 0 0000 0200
-6 -7  -4 -7  1 -3321  0 0 0 0000 0200
-3 -6  -5 -8  1 -3321  0 0 0 0000 0200
-3 -6  -5 -9  1 -3367  0 0 0 0000 0200
-3 -6  -6 -9  1 -3367  0 0 0 0000 0200
-3 -6  -6 -9  1 -3367  0 0 0 0000 0200
0 -4  -5 -9  1 -3367  0 0 0 0000 0200
0 -3  -5 -8  1 -3367  0 0 0 0000 0200
0 -1  -4 -7  1 -3412  0 0 0 0000 0200
0 -3  -3 -6  1 -3412  0 0 0 0000 0200
0 -3  -3 -6  1 -3412  0 0 0 0000 0200
-1 -6  -3 -6  1 -3412  0 0 0 0000 0200
0 -4  -3 -6  1 -3412  0 0 0 0000 0200
1 -3  -2 -6  1 -3412  0 0 0 0000 0200
3 -3  -2 -5  1 -3412  0 0 0 0000 0200
1 -3  -1 -5  1 -3412  0 0 0 0000 0200
0 -6  -1 -5  1 -3412  0 0 0 0000 0200
-3 -6  -2 -6  1 -3412  0 0 0 0000 0200
-1 -3  -2 -6  1 -3412  0 0 0 0000 0200
0 -1  -3 -5  1 -3412  0 0 0 0000 0200
3 3  -2 -4  1 -3412  0 0 0 0000 0200
6 6  -1 -2  1 -3412  0 0 0 0000 0200
9 9  0 0  1 -3412  0 0 0 0000 0200
9 6  1 1  1 -3367  0 0 0 0000 0200
7 6  2 2  1 -3367  0 0 0 0000 0200
4 3  2 2  1 -3367  0 0 0 0000 0200
1 -1  2 1  1 -3367  0 0 0 0000 0200
0 -3  1 0  1 -3367  0 0 0 0000 0200
1 -1  0 0  1 -3367  0 0 0 0000 0200
4 1  0 -1  1 -3367  0 0 0 0000 0200
6 4  0 0  1 -3367  0 0 0 0000 0200
7 7  0 0  1 -3367  0 0 0 0000 0200
10 12  1 1  1 -3367  0 0 0 0000 0200
13 15  3 4  1 -3367  0 0 0 0000 0200
16 18  5 6  1 -3367  0 0 0 0000 0200
19 21  7 9  1 -3367  0 0 0 0000 0200
21 21  10 12  1 -3367  0 0 0 0000 0200
19 18  12 13  1 -3367  0 0 0 0000 0200
16 16  13 14  1 -3321  0 0 0 0000 0200
13 13  12 13  1 -3321  0 0 0 0000 0200
10 12  11 12  1 -3321  0 0 0 0000 0200
9 9  10 11  1 -3321  0 0 0 0000 0200
9 9  8 9  1 -3321  0 0 0 0000 0200
9 12  7 8  1 -3412  0 0 0 0000 0200
9 9  6 7  1 -3412  0 0 0 0000 0200
9 9  5 6  1 -3412  0 0 0 0000 0200
9 6  4 5  1 -3412  0 0 0 0000 0200
9 6  4 4  1 -3412  0 0 0 0000 0200
10 7  4 3  1 -3412  0 0 0 0000 0200
12 9  4 3  1 -3412  0 0 0 0000 0200
12 12  4 3  1 -3412  0 0 0 0000 0200
12 12  5 4  1 -3412  0 0 0 0000 0200
12 12  5 5  1 -3412  0 0 0 0000 0200
12 12  6 5  1 -3412  0 0 0 0000 0200
13 12  6 5  1 -3412  0 0 0 0000 0200
15 13  6 6  1 -3412  0 0 0 0000 0200
15 15  6 6  1 -3412  0 0 0 0000 0200
13 12  7 7  1 -3412  0 0 0 0000 0200
10 10  6 7  1 -3367  0 0 0 0000 0200
7 7  5 6  1 -3367  0 0 0 0000 0200
4 3  4 4  1 -3367  0 0 0 0000 0200
3 0  2 2  1 -3367  0 0 0 0000 0200
3 -3  0 0  1 -3367  0 0 0 0000 0200
4 0  0 -2  1 -3185  0 0 0 0000 0200
6 0  0 -3  1 -3185  0 0 0 0000 0200
6 -1  0 -3  1 -3185  0 0 0 0000 0200
6 -1  0 -4  1 -3185  0 0 0 0000 0200
6 -1  0 -4  1 -3185  0 0 0 0000 0200
3 -3  0 -5  1 -3139  0 0 0 0000 0200
1 -4  -1 -5  1 -3139  0 0 0 0000 0200
0 -6  -2 -6  1 -3139  0 0 0 0000 0200
0 -9  -3 -8  1 -3139  0 0 0 0000 0200
0 -9  -3 -9  1 -3139  0 0 0 0000 0200
0 -9  -4 -10  1 -3094  0 0 0 0000 0200
0 -7  -4 -11  1 -3094  0 0 0 0000 0200
0 -6  -4 -11  1 -3094  0 0 0 0000 0200
-3 -7  -5 -10  1 -3094  0 0 0 0000 0200
-4 -10  -5 -11  1 -3094  0 0 0 0000 0200
-9 -15  -7 -12  1 -3003  0 0 0 0000 0200
-13 -18  -9 -13  1 -3003  0 0 0 0080 0200
-15 -21  -11 -16  1 -3003  0 0 0 0000 0200
-15 -21  -14 -18  1 -3003  0 0 0 0000 0200
-15 -19  -16 -19  1 -3003  0 0 0 0000 0200
-13 -16  -16 -20  1 -2957  0 0 0 0000 0200
-12 -15  -17 -20  1 -2957  0 0 0 0000 0200
-12 -12  -16 -19  1 -2957  0 0 0 0000 0200
-9 -10  -16 -17  1 -2957  0 0 0 0000 0200
-4 -6  -14 -15  1 -2957  0 0 0 0000 0200
1 -1  -12 -12  1 -3003  0 0 0 0000 0200
6 1  -8 -9  1 -3003  0 0 0 0000 0200
9 3  -5 -5  1 -3003  0 0 0 0000 0200
9 3  -1 -3  1 -3003  0 0 0 0000 0200
7 4  0 -1  1 -3003  0 0 0 0000 0200
6 6  1 0  1 -3094  0 0 0 0000 0200
9 9  2 2  1 -3094  0 0 0 0000 0200
9 9  3 3  1 -3094  0 0 0 0000 0200
9 9  4 4  1 -3094  0 0 0 0000 0200
12 12  4 6  1 -3094  0 0 0 0000 0200
13 13  6 7  1 -3139  0 0 0 0000 0200
15 15  7 9  1 -3139  0 0 0 0000 0200
15 13  8 10  1 -3139  0 0 0 0000 0200
13 10  9 10  1 -3139  0 0 0 0000 0200
10 4  8 9  1 -3139  0 0 0 0000 0200
9 3  8 7  1 -3321  0 0 0 0000 0200
10 3  7 5  1 -3321  0 0 0 0000 0200
12 6  7 4  1 -3321  0 0 0 0000 0201
12 6  7 3  1 -3321  0 0 0 0000 0200
9 4  6 3  1 -3321  0 0 0 0000 0200
6 1  5 2  1 -3367  0 0 0 0000 0200
1 -1  3 1  1 -3367  0 0 0 0000 0200
0 -3  1 0  1 -3367  0 0 0 0000 0200
0 -3  0 -1  1 -3367  0 0 0 0000 0200
0 -6  -1 -2  1 -3367  0 0 0 0000 0200
0 -3  -2 -3  1 -3412  0 0 0 0000 0200
1 -3  -2 -4  1 -3412  0 0 0 0000 0200
3 0  -2 -4  1 -3412  0 0 0 0000 0200
3 0  -2 -3  1 -3412  0 0 0 0000 0200
3 0  -1 -3  1 -3412  0 0 0 0000 0200
3 0  -1 -2  1 -3503  0 0 0 0000 0200
3 0  -1 -2  1 -3503  0 0 0 0000 0200
3 0  -1 -2  1 -3503  0 0 0 0000 0200
3 0  -1 -1  1 -3503  0 0 0 0000 0200
3 -1  -1 -1  1 -3503  0 0 0 0000 0200
3 -3  -1 -1  1 -3503  0 0 0 0000 0200
3 -3  -1 -1  1 -3503  0 0 0 0000 0200
3 -3  -1 -2  1 -3503  0 0 0 0000 0200
3 -1  -1 -2  1 -3503  0 0 0 0000 0200
3 0  -1 -2  1 -3503  0 0 0 0000 0200
3 1  -1 -1  1 -3503  0 0 0 0000 0200
3 3  -1 0  1 -3503  0 0 0 0000 0200
1 0  -1 0  1 -3503  0 0 0 0000 0200
0 -1  -1 0  1 -3503  0 0 0 0000 0200
0 -3  -2 0  1 -3503  0 0 0 0000 0200
0 -6  -2 -1  1 -3458  0 0 0 0000 0200
0 -6  -2 -3  1 -3458  0 0 0 0000 0200
0 -3  -3 -3  1 -3458  0 0 0 0000 0200
0 -3  -3 -3  1 -3458  0 0 0 0000 0200
0 -3  -3 -3  1 -3458  0 0 0 0000 0200
0 -3  -3 -3  1 -3412  0 0 0 0000 0200
0 -3  -3 -3  1 -3412  0 0 0 0000 0200
-3 -3  -3 -3  1 -3412  0 0 0 0000 0200
-3 -6  -3 -4  1 -3412  0 0 0 0000 0200
-6 -7  -4 -4  1 -3412  0 0 0 0000 0200
-9 -9  -6 -5  1 -3367  0 0 0 0000 0200
-9 -12  -7 -6  1 -3367  0 0 0 0000 0200
-6 -9  -8 -7  1 -3367  0 0 0 0000 0200
-4 -7  -8 -7  1 -3367  0 0 0 0000 0200
-3 -6  -8 -7  1 -3367  0 0 0 0000 0200
0 -3  -6 -7  1 -3321  0 0 0 0000 0200
0 -3  -5 -6  1 -3321  0 0 0 0000 0200
3 0  -4 -4  1 -3321  0 0 0 0000 0200
4 1  -2 -3  1 -3321  0 0 0 0000 0200
6 3  -1 -1  1 -3321  0 0 0 0000 0200
6 3  0 0  1 -3230  0 0 0 0000 0200
6 4  1 0  1 -3230  0 0 0 0000 0200
9 6  2 2  1 -3230  0 0 0 0000 0200
10 9  3 3  1 -3230  0 0 0 0000 0200
12 12  4 5  1 -3230  0 0 0 0000 0200
10 12  5 6  1 -3185  0 0 0 0000 0200
9 10  5 8  1 -3185  0 0 0 0000 0200
9 9  6 8  1 -3185  0 0 0 0000 0200
6 9  5 8  1 -3185  0 0 0 0000 0200
9 9  5 8  1 -3185  0 0 0 0000 0200
12 12  5 8  1 -3139  0 0 0 0000 0200
15 15  6 9  1 -3139  0 0 0 0000 0200
18 18  8 10  1 -3139  0 0 0 0000 0200
16 15  9 11  1 -3139  0 0 0 0000 0200
13 13  9 12  1 -3139  0 0 0 0000 0200
9 7  9 11  1 -3048  0 0 0 0000 0200
6 3  8 9  1 -3048  0 0 0 0000 0200
3 0  6 7  1 -3048  0 0 0 0000 0200
4 1  4 4  1 -3048  0 0 0 0000 0200
7 4  3 3  1 -3048  0 0 0 0000 0200
10 7  2 2  1 -2957  0 0 0 0000 0200
15 12  3 3  1 -2957  0 0 0 0000 0200
12 12  4 4  1 -2957  0 0 0 0000 0200
10 12  5 6  1 -2957  0 0 0 0000 0200
7 7  5 6  1 -2957  0 0 0 0000 0200
4 4  4 5  1 -2866  0 0 0 0000 0200
3 0  2 4  1 -2866  0 0 0 0000 0200
0 0  0 2  1 -2866  0 0 0 0000 0200
3 1  0 1  1 -2866  0 0 0 0000 0200
3 3  0 0  1 -2866  0 0 0 0000 0200
3 3  -1 0  1 -2821  0 0 0 0000 0200
3 3  -1 0  1 -2821  0 0 0 0000 0200
